# ExportSyncDB: 24-11-25 11:14:11 [ LUA ]
# TRACKASSEMBLY_PIECES:(MODEL	TYPE	NAME)
# Categorize(AlexCookie's 2ft track pack): 740453553
"models/shinji85/train/rail_curve_r3.mdl"	"Shinji85's Rails"	"Curve R3"
"models/shinji85/train/rail_l_switch.mdl"	"Shinji85's Rails"	"Left Switch"
"models/shinji85/train/rail_r_switch.mdl"	"Shinji85's Rails"	"Right Switch"
"models/shinji85/train/rail_16x.mdl"	"Shinji85's Rails"	"Straight 16x"
"models/shinji85/train/rail_1x.mdl"	"Shinji85's Rails"	"Straight 1x"
"models/shinji85/train/rail_2x.mdl"	"Shinji85's Rails"	"Straight 2x"
"models/shinji85/train/rail_4x.mdl"	"Shinji85's Rails"	"Straight 4x"
"models/shinji85/train/rail_8x.mdl"	"Shinji85's Rails"	"Straight 8x"
"models/shinji85/train/rail_x_junction.mdl"	"Shinji85's Rails"	"X Junction"
# Categorize(SligWolf's Bodygroup Car): 173717507
"models/sligwolf/bgcar/swrclooping.mdl"	"SligWolf's Bodygroup Car"	"Loop 180"
"models/sligwolf/bgcar/swrcloopingspecial.mdl"	"SligWolf's Bodygroup Car"	"LoopSwitch 180"
"models/sligwolf/bgcar/swrcramp.mdl"	"SligWolf's Bodygroup Car"	"Ramp 45"
"models/sligwolf/bgcar/swrctraffic_lights.mdl"	"SligWolf's Bodygroup Car"	"Start Lights"
"models/sligwolf/bgcar/swrccross.mdl"	"SligWolf's Bodygroup Car"	"Switcher Cross"
"models/sligwolf/bgcar/swrccurve001.mdl"	"SligWolf's Bodygroup Car"	"U-Turn"
# Categorize(SligWolf's Rerailer): 132843280
"models/sligwolf/rerailer/rerailer_3.mdl"	"SligWolf's Rerailer"	"Double Long"
"models/sligwolf/rerailer/rerailer_2.mdl"	"SligWolf's Rerailer"	"Double Middle"
"models/sligwolf/rerailer/rerailer_1.mdl"	"SligWolf's Rerailer"	"Double Short"
"models/sligwolf/rerailer/sw_rerailer_3.mdl"	"SligWolf's Rerailer"	"Single Long"
"models/sligwolf/rerailer/sw_rerailer_2.mdl"	"SligWolf's Rerailer"	"Single Middle"
"models/sligwolf/rerailer/sw_rerailer_1.mdl"	"SligWolf's Rerailer"	"Single Short"
# Categorize(StevenTechno's Buildings 1.0): 331192490
"models/buildingspack/housing/3_0apartments_0.mdl"	"StevenTechno's Buildings 1.0"	"Apartments 0"
"models/buildingspack/housing/3_1apartments_1.mdl"	"StevenTechno's Buildings 1.0"	"Apartments 1"
"models/buildingspack/housing/3_3apartments_3.mdl"	"StevenTechno's Buildings 1.0"	"Apartments 3"
"models/buildingspack/stores/4_4bank.mdl"	"StevenTechno's Buildings 1.0"	"Bank"
"models/buildingspack/recreational/5_1club_lgbt.mdl"	"StevenTechno's Buildings 1.0"	"Club Lgbt"
"models/buildingspack/schultz/stores/4_1garage.mdl"	"StevenTechno's Buildings 1.0"	"Garage"
"models/buildingspack/stores/4_1gas_station_a.mdl"	"StevenTechno's Buildings 1.0"	"Gas Station A"
"models/buildingspack/stores/4_1gas_station_b.mdl"	"StevenTechno's Buildings 1.0"	"Gas Station B"
"models/buildingspack/stores/4_3gunshop.mdl"	"StevenTechno's Buildings 1.0"	"Gunshop"
"models/buildingspack/emptylots/lot16x16.mdl"	"StevenTechno's Buildings 1.0"	"Lot 16x16"
"models/buildingspack/emptylots/lot16x16fence.mdl"	"StevenTechno's Buildings 1.0"	"Lot 16x16fence"
"models/buildingspack/emptylots/lot32x32.mdl"	"StevenTechno's Buildings 1.0"	"Lot 32x32"
"models/buildingspack/emptylots/lot32x32fence.mdl"	"StevenTechno's Buildings 1.0"	"Lot 32x32fence"
"models/buildingspack/emptylots/lot8x8.mdl"	"StevenTechno's Buildings 1.0"	"Lot 8x8"
"models/buildingspack/emptylots/lot8x8fence.mdl"	"StevenTechno's Buildings 1.0"	"Lot 8x8fence"
"models/buildingspack/schultz/stores/4_0office.mdl"	"StevenTechno's Buildings 1.0"	"Office"
"models/buildingspack/stores/4_2pcshop.mdl"	"StevenTechno's Buildings 1.0"	"Pcshop"
"models/buildingspack/roadsdwhighway/1_0roadsdwhwy1x1.mdl"	"StevenTechno's Buildings 1.0"	"Road 1x1"
"models/buildingspack/roadsdwhighway/1_4roadsdwhwy1x16.mdl"	"StevenTechno's Buildings 1.0"	"Road 1x16"
"models/buildingspack/roadsdwhighway/1_5roadsdwhwy1x32.mdl"	"StevenTechno's Buildings 1.0"	"Road 1x32"
"models/buildingspack/roadsdwhighway/1_2roadsdwhwy1x4.mdl"	"StevenTechno's Buildings 1.0"	"Road 1x4"
"models/buildingspack/roadsdwhighway/1_6roadsdwhwy1x64.mdl"	"StevenTechno's Buildings 1.0"	"Road 1x64"
"models/buildingspack/roadsdwhighway/1_3roadsdwhwy1x8.mdl"	"StevenTechno's Buildings 1.0"	"Road 1x8"
"models/buildingspack/roadsdwhighway/1_8roadsdwhwybridge1x4.mdl"	"StevenTechno's Buildings 1.0"	"Road Bridge 1x4"
"models/buildingspack/roadsdwhighway/1_9roadsdwhwybridge1x8.mdl"	"StevenTechno's Buildings 1.0"	"Road Bridge 1x8"
"models/buildingspack/roadsdwhighway/1_10roadsdwhwybridge1x16.mdl"	"StevenTechno's Buildings 1.0"	"Road Bridge1x16"
"models/buildingspack/roadsdwhighway/1_11roadsdwhwybridge1x32.mdl"	"StevenTechno's Buildings 1.0"	"Road Bridge1x32"
"models/buildingspack/roadsdwhighway/1_12roadsdwhwybridge1x64.mdl"	"StevenTechno's Buildings 1.0"	"Road Bridge1x64"
"models/buildingspack/roadswsidewalk/2_1road_dl_sdw_1x1.mdl"	"StevenTechno's Buildings 1.0"	"Road Dl Sdw 1x1"
"models/buildingspack/roadswsidewalk/2_2road_dl_sdw_1x2.mdl"	"StevenTechno's Buildings 1.0"	"Road Dl Sdw 1x2"
"models/buildingspack/roadswsidewalk/2_3road_dl_sdw_1x3.mdl"	"StevenTechno's Buildings 1.0"	"Road Dl Sdw 1x3"
"models/buildingspack/roadswsidewalk/2_10road_dl_sdw_1x32.mdl"	"StevenTechno's Buildings 1.0"	"Road Dl Sdw 1x32"
"models/buildingspack/roadswsidewalk/2_4road_dl_sdw_1x4.mdl"	"StevenTechno's Buildings 1.0"	"Road Dl Sdw 1x4"
"models/buildingspack/roadswsidewalk/2_5road_dl_sdw_1x5.mdl"	"StevenTechno's Buildings 1.0"	"Road Dl Sdw 1x5"
"models/buildingspack/roadswsidewalk/2_13road_intersection_2w.mdl"	"StevenTechno's Buildings 1.0"	"Road Intersect 2w"
"models/buildingspack/roadswsidewalk/2_12road_intersection_3w.mdl"	"StevenTechno's Buildings 1.0"	"Road Intersect 3w"
"models/buildingspack/roadswsidewalk/2_11road_intersection_4w.mdl"	"StevenTechno's Buildings 1.0"	"Road Intersect 4w"
"models/buildingspack/roadswsidewalk/2_14road_intersection_deadend.mdl"	"StevenTechno's Buildings 1.0"	"Road Intersect Deadend"
"models/buildingspack/roadswsidewalk/2_16road_intersection_turn2_16.mdl"	"StevenTechno's Buildings 1.0"	"Road Intersect Turn"
"models/buildingspack/roadswsidewalk/2_15road_intersection_turn1.mdl"	"StevenTechno's Buildings 1.0"	"Road Intersect Turn1"
"models/buildingspack/roadsdwhighway/1_0roadsdwhwy_ramp_1.mdl"	"StevenTechno's Buildings 1.0"	"Road Ramp 1"
"models/buildingspack/roadsdwhighway/1_1roadsdwhwy_ramp_2.mdl"	"StevenTechno's Buildings 1.0"	"Road Ramp 2"
"models/buildingspack/roadsdwhighway/1_1roadsdwhwy_ramp_stop.mdl"	"StevenTechno's Buildings 1.0"	"Road Ramp Stop"
"models/buildingspack/roadsdwsidewalk/0_1roadsdwsidewalk1x1.mdl"	"StevenTechno's Buildings 1.0"	"Road Sidewalk 1x1"
"models/buildingspack/roadsdwsidewalk/0_9roadsdwsidewalk1x16.mdl"	"StevenTechno's Buildings 1.0"	"Road Sidewalk 1x16"
"models/buildingspack/roadsdwsidewalk/0_2roadsdwsidewalk1x2.mdl"	"StevenTechno's Buildings 1.0"	"Road Sidewalk 1x2"
"models/buildingspack/roadsdwsidewalk/0_3roadsdwsidewalk1x3.mdl"	"StevenTechno's Buildings 1.0"	"Road Sidewalk 1x3"
"models/buildingspack/roadsdwsidewalk/0_10roadsdwsidewalk1x32.mdl"	"StevenTechno's Buildings 1.0"	"Road Sidewalk 1x32"
"models/buildingspack/roadsdwsidewalk/0_4roadsdwsidewalk1x4.mdl"	"StevenTechno's Buildings 1.0"	"Road Sidewalk 1x4"
"models/buildingspack/roadsdwsidewalk/0_5roadsdwsidewalk1x5.mdl"	"StevenTechno's Buildings 1.0"	"Road Sidewalk 1x5"
"models/buildingspack/roadsdwsidewalk/0_6roadsdwsidewalk1x6.mdl"	"StevenTechno's Buildings 1.0"	"Road Sidewalk 1x6"
"models/buildingspack/roadsdwsidewalk/0_7roadsdwsidewalk1x7.mdl"	"StevenTechno's Buildings 1.0"	"Road Sidewalk 1x7"
"models/buildingspack/roadsdwsidewalk/0_8roadsdwsidewalk1x8.mdl"	"StevenTechno's Buildings 1.0"	"Road Sidewalk 1x8"
"models/buildingspack/roadsdwsidewalk/0_13roadsdwsidewalk_int_2way.mdl"	"StevenTechno's Buildings 1.0"	"Road Sidewalk Int 2way"
"models/buildingspack/roadsdwsidewalk/0_12roadsdwsidewalk_int_3way.mdl"	"StevenTechno's Buildings 1.0"	"Road Sidewalk Int 3way"
"models/buildingspack/roadsdwsidewalk/0_11roadsdwsidewalk_int_4way.mdl"	"StevenTechno's Buildings 1.0"	"Road Sidewalk Int 4way"
"models/buildingspack/roadsdwsidewalk/0_14roadsdwsidewalk_turn_1.mdl"	"StevenTechno's Buildings 1.0"	"Road Sidewalk Turn 1"
"models/buildingspack/roadsdwsidewalk/0_15roadsdwsidewalk_turn_2.mdl"	"StevenTechno's Buildings 1.0"	"Road Sidewalk Turn 2"
"models/buildingspack/roadsdwhighway/1_7roadsdwhwy_turn1.mdl"	"StevenTechno's Buildings 1.0"	"Road Turn"
"models/buildingspack/roadsdwsidewalk/0_0roadsdwsidewalktransfer.mdl"	"StevenTechno's Buildings 1.0"	"Roadsdwsidewalktransfer"
"models/buildingspack/misc/6_2skyscraper1.mdl"	"StevenTechno's Buildings 1.0"	"Skyscraper1"
"models/buildingspack/misc/6_3skyscraper2.mdl"	"StevenTechno's Buildings 1.0"	"Skyscraper2"
"models/buildingspack/misc/6_4skyscraper3.mdl"	"StevenTechno's Buildings 1.0"	"Skyscraper3"
"models/buildingspack/recreational/5_2stripclub.mdl"	"StevenTechno's Buildings 1.0"	"Stripclub"
# Categorize(StevenTechno's Buildings 2.0): 1888013789
"models/buildingspack2/housing/1-0_apartments.mdl"	"StevenTechno's Buildings 2.0"	"Apartments"
"models/buildingspack2/housing/1-1_apartments.mdl"	"StevenTechno's Buildings 2.0"	"Apartments"
"models/buildingspack2/housing/1-2_apartments.mdl"	"StevenTechno's Buildings 2.0"	"Apartments"
"models/buildingspack2/housing/1-3_apartments.mdl"	"StevenTechno's Buildings 2.0"	"Apartments"
"models/buildingspack2/housing/1-0_apartments_nodoors.mdl"	"StevenTechno's Buildings 2.0"	"Apartments Nodoors"
"models/buildingspack2/housing/1-1_apartments_nodoors.mdl"	"StevenTechno's Buildings 2.0"	"Apartments Nodoors"
"models/buildingspack2/housing/1-2_apartments_nodoors.mdl"	"StevenTechno's Buildings 2.0"	"Apartments Nodoors"
"models/buildingspack2/housing/1-3_apartments_nodoors.mdl"	"StevenTechno's Buildings 2.0"	"Apartments Nodoors"
"models/buildingspack2/public/2-7_bank.mdl"	"StevenTechno's Buildings 2.0"	"Bank"
"models/buildingspack2/public/2-7_bank_nodoors.mdl"	"StevenTechno's Buildings 2.0"	"Bank Nodoors"
"models/buildingspack2/public/2-0_car_garage.mdl"	"StevenTechno's Buildings 2.0"	"Car Garage"
"models/buildingspack2/public/2-0_car_garage_nodoors.mdl"	"StevenTechno's Buildings 2.0"	"Car Garage Nodoors"
"models/roads_pack/double_lane/1-0_double_lane_x1.mdl"	"StevenTechno's Buildings 2.0"	"Double Lane X1"
"models/roads_pack/double_lane/1-7_double_lane_x128.mdl"	"StevenTechno's Buildings 2.0"	"Double Lane X128"
"models/roads_pack/double_lane/1-4_double_lane_x16.mdl"	"StevenTechno's Buildings 2.0"	"Double Lane X16"
"models/roads_pack/double_lane/1-1_double_lane_x2.mdl"	"StevenTechno's Buildings 2.0"	"Double Lane X2"
"models/roads_pack/double_lane/1-5_double_lane_x32.mdl"	"StevenTechno's Buildings 2.0"	"Double Lane X32"
"models/roads_pack/double_lane/1-2_double_lane_x4.mdl"	"StevenTechno's Buildings 2.0"	"Double Lane X4"
"models/roads_pack/double_lane/1-6_double_lane_x64.mdl"	"StevenTechno's Buildings 2.0"	"Double Lane X64"
"models/roads_pack/double_lane/1-3_double_lane_x8.mdl"	"StevenTechno's Buildings 2.0"	"Double Lane X8"
"models/buildingspack2/emptylots/0-5_empty_lot_8x4.mdl"	"StevenTechno's Buildings 2.0"	"Empty Lot 8x4"
"models/buildingspack2/emptylots/0-4_empty_lot_x128.mdl"	"StevenTechno's Buildings 2.0"	"Empty Lot X128"
"models/buildingspack2/emptylots/0-9_empty_lot_x128x64.mdl"	"StevenTechno's Buildings 2.0"	"Empty Lot X128x64"
"models/buildingspack2/emptylots/0-1_empty_lot_x16.mdl"	"StevenTechno's Buildings 2.0"	"Empty Lot X16"
"models/buildingspack2/emptylots/0-6_empty_lot_x16x8.mdl"	"StevenTechno's Buildings 2.0"	"Empty Lot X16x8"
"models/buildingspack2/emptylots/0-2_empty_lot_x32.mdl"	"StevenTechno's Buildings 2.0"	"Empty Lot X32"
"models/buildingspack2/emptylots/0-7_empty_lot_x32x16.mdl"	"StevenTechno's Buildings 2.0"	"Empty Lot X32x16"
"models/buildingspack2/emptylots/0-3_empty_lot_x64.mdl"	"StevenTechno's Buildings 2.0"	"Empty Lot X64"
"models/buildingspack2/emptylots/0-8_empty_lot_x64x32.mdl"	"StevenTechno's Buildings 2.0"	"Empty Lot X64x32"
"models/buildingspack2/emptylots/0-0_empty_lot_x8.mdl"	"StevenTechno's Buildings 2.0"	"Empty Lot X8"
"models/buildingspack2/public/2-4_gas_stop.mdl"	"StevenTechno's Buildings 2.0"	"Gas Stop"
"models/buildingspack2/public/2-4_gas_stop_nodoors.mdl"	"StevenTechno's Buildings 2.0"	"Gas Stop Nodoors"
"models/buildingspack2/public/2-6_gun_shop.mdl"	"StevenTechno's Buildings 2.0"	"Gun Shop"
"models/buildingspack2/public/2-6_gun_shop_nodoors.mdl"	"StevenTechno's Buildings 2.0"	"Gun Shop Nodoors"
"models/roads_pack/highway/5-4_highway_blank_x1.mdl"	"StevenTechno's Buildings 2.0"	"Highway Blank X1"
"models/roads_pack/highway_bridge/6-0_highway_blank_x1.mdl"	"StevenTechno's Buildings 2.0"	"Highway Blank X1"
"models/roads_pack/highway/5-4_highway_dash_x1.mdl"	"StevenTechno's Buildings 2.0"	"Highway Dash X1"
"models/roads_pack/highway_bridge/6-0_highway_dash_x1.mdl"	"StevenTechno's Buildings 2.0"	"Highway Dash X1"
"models/roads_pack/highway/5-0_highway_entrance_type_a_a.mdl"	"StevenTechno's Buildings 2.0"	"Highway Entrance Type A A"
"models/roads_pack/highway/5-1_highway_entrance_type_a_b.mdl"	"StevenTechno's Buildings 2.0"	"Highway Entrance Type A B"
"models/roads_pack/highway/5-2_highway_entrance_type_b_a.mdl"	"StevenTechno's Buildings 2.0"	"Highway Entrance Type B A"
"models/roads_pack/highway/5-3_highway_entrance_type_b_b.mdl"	"StevenTechno's Buildings 2.0"	"Highway Entrance Type B B"
"models/roads_pack/highway_bridge/6-5_highway_turn_a.mdl"	"StevenTechno's Buildings 2.0"	"Highway Turn A"
"models/roads_pack/highway_turns/6-0_highway_turn_a.mdl"	"StevenTechno's Buildings 2.0"	"Highway Turn A"
"models/roads_pack/highway_bridge/6-6_highway_turn_b.mdl"	"StevenTechno's Buildings 2.0"	"Highway Turn B"
"models/roads_pack/highway_turns/6-1_highway_turn_b.mdl"	"StevenTechno's Buildings 2.0"	"Highway Turn B"
"models/roads_pack/highway/5-11_highway_x128.mdl"	"StevenTechno's Buildings 2.0"	"Highway X128"
"models/roads_pack/highway/5-8_highway_x16.mdl"	"StevenTechno's Buildings 2.0"	"Highway X16"
"models/roads_pack/highway/5-5_highway_x2.mdl"	"StevenTechno's Buildings 2.0"	"Highway X2"
"models/roads_pack/highway_bridge/6-1_highway_x2.mdl"	"StevenTechno's Buildings 2.0"	"Highway X2"
"models/roads_pack/highway/5-9_highway_x32.mdl"	"StevenTechno's Buildings 2.0"	"Highway X32"
"models/roads_pack/highway_bridge/6-3_highway_x32.mdl"	"StevenTechno's Buildings 2.0"	"Highway X32"
"models/roads_pack/highway/5-6_highway_x4.mdl"	"StevenTechno's Buildings 2.0"	"Highway X4"
"models/roads_pack/highway/5-10_highway_x64.mdl"	"StevenTechno's Buildings 2.0"	"Highway X64"
"models/roads_pack/highway_bridge/6-4_highway_x64.mdl"	"StevenTechno's Buildings 2.0"	"Highway X64"
"models/roads_pack/highway/5-7_highway_x8.mdl"	"StevenTechno's Buildings 2.0"	"Highway X8"
"models/roads_pack/highway_bridge/6-2_highway_x8.mdl"	"StevenTechno's Buildings 2.0"	"Highway X8"
"models/roads_pack/double_turns/4-0_intersect_double_lane_a.mdl"	"StevenTechno's Buildings 2.0"	"Intersect Double Lane A"
"models/roads_pack/double_turns/4-1_intersect_double_lane_b.mdl"	"StevenTechno's Buildings 2.0"	"Intersect Double Lane B"
"models/roads_pack/double_turns/4-2_intersect_double_lane_c.mdl"	"StevenTechno's Buildings 2.0"	"Intersect Double Lane C"
"models/roads_pack/double_turns/4-3_intersect_double_lane_d.mdl"	"StevenTechno's Buildings 2.0"	"Intersect Double Lane D"
"models/roads_pack/double_turns/4-4_intersect_double_lane_e.mdl"	"StevenTechno's Buildings 2.0"	"Intersect Double Lane E"
"models/roads_pack/single_turns/3-0_intersect_single_lane_a.mdl"	"StevenTechno's Buildings 2.0"	"Intersect Single Lane A"
"models/roads_pack/single_turns/3-1_intersect_single_lane_b.mdl"	"StevenTechno's Buildings 2.0"	"Intersect Single Lane B"
"models/roads_pack/single_turns/3-2_intersect_single_lane_c.mdl"	"StevenTechno's Buildings 2.0"	"Intersect Single Lane C"
"models/roads_pack/single_turns/3-3_intersect_single_lane_d.mdl"	"StevenTechno's Buildings 2.0"	"Intersect Single Lane D"
"models/roads_pack/single_turns/3-4_intersect_single_lane_e.mdl"	"StevenTechno's Buildings 2.0"	"Intersect Single Lane E"
"models/buildingspack2/public/2-2_lgbt_club_a.mdl"	"StevenTechno's Buildings 2.0"	"Lgbt Club A"
"models/buildingspack2/public/2-2_lgbt_club_a_nodoors.mdl"	"StevenTechno's Buildings 2.0"	"Lgbt Club A Nodoors"
"models/buildingspack2/public/2-1_office_building.mdl"	"StevenTechno's Buildings 2.0"	"Office Building"
"models/buildingspack2/public/2-1_office_building_nodoors.mdl"	"StevenTechno's Buildings 2.0"	"Office Building Nodoors"
"models/buildingspack2/public/2-8_parking_garage.mdl"	"StevenTechno's Buildings 2.0"	"Parking Garage"
"models/buildingspack2/public/2-5_pc_shop.mdl"	"StevenTechno's Buildings 2.0"	"Pc Shop"
"models/buildingspack2/public/2-5_pc_shop_nodoors.mdl"	"StevenTechno's Buildings 2.0"	"Pc Shop Nodoors"
"models/buildingspack2/public/2-9_school_house.mdl"	"StevenTechno's Buildings 2.0"	"School House"
"models/buildingspack2/public/2-9_school_house_nodoors.mdl"	"StevenTechno's Buildings 2.0"	"School House Nodoors"
"models/roads_pack/single_lane/0-0_single_lane_x1.mdl"	"StevenTechno's Buildings 2.0"	"Single Lane X1"
"models/roads_pack/single_lane/0-7_single_lane_x128_phys.mdl"	"StevenTechno's Buildings 2.0"	"Single Lane X128 Phys"
"models/roads_pack/single_lane/0-4_single_lane_x16.mdl"	"StevenTechno's Buildings 2.0"	"Single Lane X16"
"models/roads_pack/single_lane/0-1_single_lane_x2.mdl"	"StevenTechno's Buildings 2.0"	"Single Lane X2"
"models/roads_pack/single_lane/0-5_single_lane_x32.mdl"	"StevenTechno's Buildings 2.0"	"Single Lane X32"
"models/roads_pack/single_lane/0-2_single_lane_x4.mdl"	"StevenTechno's Buildings 2.0"	"Single Lane X4"
"models/roads_pack/single_lane/0-6_single_lane_x64.mdl"	"StevenTechno's Buildings 2.0"	"Single Lane X64"
"models/roads_pack/single_lane/0-3_single_lane_x8.mdl"	"StevenTechno's Buildings 2.0"	"Single Lane X8"
"models/roads_pack/connectors/2-0_single_to_double_connector.mdl"	"StevenTechno's Buildings 2.0"	"Single To Double Connector"
"models/buildingspack2/skyscraper/3-0_skyscraper_a.mdl"	"StevenTechno's Buildings 2.0"	"Skyscraper A"
"models/buildingspack2/skyscraper/3-1_skyscraper_b.mdl"	"StevenTechno's Buildings 2.0"	"Skyscraper B"
"models/buildingspack2/skyscraper/3-2_skyscraper_c.mdl"	"StevenTechno's Buildings 2.0"	"Skyscraper C"
"models/buildingspack2/skyscraper/3-3_skyscraper_d.mdl"	"StevenTechno's Buildings 2.0"	"Skyscraper D"
"models/buildingspack2/skyscraper/3-4_skyscraper_e.mdl"	"StevenTechno's Buildings 2.0"	"Skyscraper E"
"models/buildingspack2/public/2-3_strip_club_a.mdl"	"StevenTechno's Buildings 2.0"	"Strip Club A"
"models/buildingspack2/public/2-3_strip_club_a_nodoors.mdl"	"StevenTechno's Buildings 2.0"	"Strip Club A Nodoors"
"models/roads_pack/double_turns/4-5_turn_double_lane_a.mdl"	"StevenTechno's Buildings 2.0"	"Turn Double Lane A"
"models/roads_pack/double_turns/4-6_turn_double_lane_b.mdl"	"StevenTechno's Buildings 2.0"	"Turn Double Lane B"
"models/roads_pack/double_turns/4-7_turn_double_lane_c.mdl"	"StevenTechno's Buildings 2.0"	"Turn Double Lane C"
"models/roads_pack/single_turns/3-5_turn_single_lane_a.mdl"	"StevenTechno's Buildings 2.0"	"Turn Single Lane A"
"models/roads_pack/single_turns/3-6_turn_single_lane_b.mdl"	"StevenTechno's Buildings 2.0"	"Turn Single Lane B"
# Categorize(Test's track pack): nil
"models/props_phx/construct/metal_plate1x2.mdl"	"Test's track pack"	"Metal Plate1x2"
"models/props_phx/construct/windows/window1x2.mdl"	"Test's track pack"	"Window1x2"
# Categorize(Trackmania United Props): 1955876643
"models/nokillnando/trackmania/ground/turns/90big.mdl"	"Trackmania United Props"	"90big"
"models/nokillnando/trackmania/ground/turns/90med.mdl"	"Trackmania United Props"	"90med"
"models/nokillnando/trackmania/ground/turns/90small.mdl"	"Trackmania United Props"	"90small"
"models/nokillnando/trackmania/ground/straight/boost.mdl"	"Trackmania United Props"	"Boost"
"models/nokillnando/trackmania/ground/misc/checkpoint.mdl"	"Trackmania United Props"	"Checkpoint"
"models/nokillnando/trackmania/ground/misc/checkpointground.mdl"	"Trackmania United Props"	"Checkpointground"
"models/nokillnando/trackmania/ground/obstacle/dipmiddle.mdl"	"Trackmania United Props"	"Dipmiddle"
"models/nokillnando/trackmania/ground/misc/endingpoint.mdl"	"Trackmania United Props"	"Endingpoint"
"models/nokillnando/trackmania/ground/jump/jumphigh.mdl"	"Trackmania United Props"	"Jumphigh"
"models/nokillnando/trackmania/ground/jump/jumplow.mdl"	"Trackmania United Props"	"Jumplow"
"models/nokillnando/trackmania/ground/turns/l.mdl"	"Trackmania United Props"	"L"
"models/nokillnando/trackmania/ground/misc/loopleft.mdl"	"Trackmania United Props"	"Loopleft"
"models/nokillnando/trackmania/ground/misc/loopright.mdl"	"Trackmania United Props"	"Loopright"
"models/nokillnando/trackmania/ground/obstacle/obstaclenomiddle.mdl"	"Trackmania United Props"	"Obstaclenomiddle"
"models/nokillnando/trackmania/ground/obstacle/obstaclex.mdl"	"Trackmania United Props"	"Obstaclex"
"models/nokillnando/trackmania/ground/obstacle/pillardouble.mdl"	"Trackmania United Props"	"Pillardouble"
"models/nokillnando/trackmania/ground/obstacle/pillarmiddle.mdl"	"Trackmania United Props"	"Pillarmiddle"
"models/nokillnando/trackmania/ground/obstacle/pillartriple.mdl"	"Trackmania United Props"	"Pillartriple"
"models/nokillnando/trackmania/ground/turns/sbigleft.mdl"	"Trackmania United Props"	"Sbigleft"
"models/nokillnando/trackmania/ground/turns/sbigright.mdl"	"Trackmania United Props"	"Sbigright"
"models/nokillnando/trackmania/ground/turns/smedleft.mdl"	"Trackmania United Props"	"Smedleft"
"models/nokillnando/trackmania/ground/turns/smedright.mdl"	"Trackmania United Props"	"Smedright"
"models/nokillnando/trackmania/ground/turns/ssmallleft.mdl"	"Trackmania United Props"	"Ssmallleft"
"models/nokillnando/trackmania/ground/turns/ssmallright.mdl"	"Trackmania United Props"	"Ssmallright"
"models/nokillnando/trackmania/ground/misc/startingpoint.mdl"	"Trackmania United Props"	"Startingpoint"
"models/nokillnando/trackmania/ground/straight/straightstart.mdl"	"Trackmania United Props"	"Straightstart"
"models/nokillnando/trackmania/ground/straight/straightx1.mdl"	"Trackmania United Props"	"Straightx1"
"models/nokillnando/trackmania/ground/turns/t.mdl"	"Trackmania United Props"	"T"
"models/nokillnando/trackmania/ground/straight/trackstart.mdl"	"Trackmania United Props"	"Trackstart"
"models/nokillnando/trackmania/ground/turns/x.mdl"	"Trackmania United Props"	"X"
"models/nokillnando/trackmania/ground/turns/yin.mdl"	"Trackmania United Props"	"Yin"
"models/nokillnando/trackmania/ground/turns/yout.mdl"	"Trackmania United Props"	"Yout"
# Categorize(Transrapid): nil
"models/ron/maglev/track/straight/straight_1024.mdl"	"Transrapid"	"Straight 1024"
"models/ron/maglev/track/straight/straight_1024_support.mdl"	"Transrapid"	"Straight 1024 Support"
"models/ron/maglev/track/straight/straight_128.mdl"	"Transrapid"	"Straight 128"
"models/ron/maglev/track/straight/straight_2048.mdl"	"Transrapid"	"Straight 2048"
"models/ron/maglev/track/straight/straight_2048_support.mdl"	"Transrapid"	"Straight 2048 Support"
"models/ron/maglev/track/straight/straight_256.mdl"	"Transrapid"	"Straight 256"
"models/ron/maglev/track/straight/straight_4096.mdl"	"Transrapid"	"Straight 4096"
"models/ron/maglev/track/straight/straight_4096_support.mdl"	"Transrapid"	"Straight 4096 Support"
"models/ron/maglev/track/straight/straight_512.mdl"	"Transrapid"	"Straight 512"
"models/ron/maglev/support/support_a.mdl"	"Transrapid"	"Support A"
# Categorize(XQM Ball Rails): nil
"models/xqm/rails/funnel.mdl"	"XQM Ball Rails"	"Funnel"
"models/xqm/rails/loop_left.mdl"	"XQM Ball Rails"	"Loop Left"
"models/xqm/rails/loop_right.mdl"	"XQM Ball Rails"	"Loop Right"
"models/xqm/rails/slope_down_15.mdl"	"XQM Ball Rails"	"Slope Down 15"
"models/xqm/rails/slope_down_30.mdl"	"XQM Ball Rails"	"Slope Down 30"
"models/xqm/rails/slope_down_45.mdl"	"XQM Ball Rails"	"Slope Down 45"
"models/xqm/rails/slope_down_90.mdl"	"XQM Ball Rails"	"Slope Down 90"
"models/xqm/rails/slope_up_15.mdl"	"XQM Ball Rails"	"Slope Up 15"
"models/xqm/rails/slope_up_30.mdl"	"XQM Ball Rails"	"Slope Up 30"
"models/xqm/rails/slope_up_45.mdl"	"XQM Ball Rails"	"Slope Up 45"
"models/xqm/rails/slope_up_90.mdl"	"XQM Ball Rails"	"Slope Up 90"
"models/xqm/rails/straight_1.mdl"	"XQM Ball Rails"	"Straight 1"
"models/xqm/rails/straight_16.mdl"	"XQM Ball Rails"	"Straight 16"
"models/xqm/rails/straight_2.mdl"	"XQM Ball Rails"	"Straight 2"
"models/xqm/rails/straight_4.mdl"	"XQM Ball Rails"	"Straight 4"
